,total,cat1,cat2,cat3,cat4,cat5,cat6
1st,200,181,19,0,0,0,0
2nd,157,146,11,0,0,0,0
3rd,115,108,7,0,0,0,0
4th,115,104,11,0,0,0,0
5th,98,89,9,0,0,0,0
6th,97,92,5,0,0,0,0
7th,54,50,4,0,0,0,0
8th,38,34,4,0,0,0,0
9th,36,33,3,0,0,0,0
10th,29,26,3,0,0,0,0
11st,25,22,3,0,0,0,0
12nd,9,9,0,0,0,0,0
13rd,12,12,0,0,0,0,0
14th,12,10,2,0,0,0,0
15th,1,0,1,0,0,0,0
placed,998,916,82,0,0,0,0
not_placed,541,0,120,158,148,101,14
total,1539,916,202,158,148,101,14
