,total,cat1,cat2,cat3,cat4,cat5,cat6
1st,703,677,26,0,0,0,0
2nd,5,5,0,0,0,0,0
3rd,0,0,0,0,0,0,0
4th,10,10,0,0,0,0,0
5th,13,13,0,0,0,0,0
6th,13,13,0,0,0,0,0
7th,6,6,0,0,0,0,0
8th,26,26,0,0,0,0,0
9th,2,2,0,0,0,0,0
10th,9,9,0,0,0,0,0
11th,8,8,0,0,0,0,0
12th,55,31,24,0,0,0,0
13th,45,45,0,0,0,0,0
14th,93,62,31,0,0,0,0
15th,39,9,30,0,0,0,0
placed,1027,916,111,0,0,0,0
not_placed,512,0,91,158,148,101,14
total,1539,916,202,158,148,101,14
