,total,cat1,cat2,cat3,cat4,cat5,cat6
1st,28,26,2,0,0,0,0
2nd,39,38,1,0,0,0,0
3rd,39,35,4,0,0,0,0
4th,26,24,2,0,0,0,0
5th,13,13,0,0,0,0,0
6th,16,16,0,0,0,0,0
7th,14,14,0,0,0,0,0
8th,11,8,3,0,0,0,0
9th,9,9,0,0,0,0,0
10th,7,7,0,0,0,0,0
11th,3,3,0,0,0,0,0
12th,1,1,0,0,0,0,0
13th,1,1,0,0,0,0,0
14th,1,1,0,0,0,0,0
15th,2,1,1,0,0,0,0
placed,210,197,13,0,0,0,0
not_placed,119,0,25,35,38,20,1
total,329,197,38,35,38,20,1
