,total,cat1,cat2,cat3,cat4,cat5,cat6
1st,32,32,0,0,0,0,0
2nd,25,24,1,0,0,0,0
3rd,22,19,3,0,0,0,0
4th,18,17,1,0,0,0,0
5th,12,12,0,0,0,0,0
6th,15,14,1,0,0,0,0
7th,8,8,0,0,0,0,0
8th,15,14,1,0,0,0,0
9th,7,7,0,0,0,0,0
10th,6,6,0,0,0,0,0
11th,10,9,1,0,0,0,0
12th,4,4,0,0,0,0,0
13th,4,4,0,0,0,0,0
14th,7,7,0,0,0,0,0
15th,5,4,1,0,0,0,0
placed,190,181,9,0,0,0,0
not_placed,106,0,20,30,31,21,4
total,296,181,29,30,31,21,4
