,total,cat1,cat2,cat3,cat4,cat5,cat6
1st,386,353,33,0,0,0,0
2nd,108,101,7,0,0,0,0
3rd,78,73,5,0,0,0,0
4th,73,63,10,0,0,0,0
5th,60,55,5,0,0,0,0
6th,39,33,6,0,0,0,0
7th,79,75,4,0,0,0,0
8th,58,54,4,0,0,0,0
9th,38,36,2,0,0,0,0
10th,38,35,3,0,0,0,0
11th,18,16,2,0,0,0,0
12th,15,12,3,0,0,0,0
13th,11,10,1,0,0,0,0
14th,0,0,0,0,0,0,0
15th,0,0,0,0,0,0,0
placed,1001,916,85,0,0,0,0
not_placed,538,0,117,158,148,101,14
total,1539,916,202,158,148,101,14
