,total,cat1,cat2,cat3,cat4,cat5,cat6
1st,7.342430149447694,12.336244541484715,0.0,0.0,0.0,0.0,0.0
2nd,9.096816114359974,15.283842794759826,0.0,0.0,0.0,0.0,0.0
3rd,6.302794022092268,4.366812227074236,28.217821782178216,0.0,0.0,0.0,0.0
4th,3.183885640025991,5.349344978165939,0.0,0.0,0.0,0.0,0.0
5th,3.313840155945419,5.567685589519651,0.0,0.0,0.0,0.0,0.0
6th,2.7940220922677064,0.0,21.287128712871286,0.0,0.0,0.0,0.0
7th,6.822612085769981,11.462882096069869,0.0,0.0,0.0,0.0,0.0
8th,4.613385315139701,7.751091703056769,0.0,0.0,0.0,0.0,0.0
9th,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10th,8.836907082521117,13.646288209606986,5.445544554455446,0.0,0.0,0.0,0.0
11th,5.198180636777128,8.733624454148472,0.0,0.0,0.0,0.0,0.0
12th,4.938271604938271,8.296943231441048,0.0,0.0,0.0,0.0,0.0
13th,4.288499025341131,7.205240174672489,0.0,0.0,0.0,0.0,0.0
14th,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15th,0.0,0.0,0.0,0.0,0.0,0.0,0.0
placed,66.73164392462638,100.0,54.95049504950495,0.0,0.0,0.0,0.0
not_placed,33.26835607537362,0.0,45.04950495049505,100.0,100.0,100.0,100.0
