,total,cat1,cat2,cat3,cat4,cat5,cat6
1st,40.35087719298246,66.8122270742358,4.455445544554456,0.0,0.0,0.0,0.0
2nd,2.4691358024691357,4.148471615720524,0.0,0.0,0.0,0.0,0.0
3rd,0.649772579597141,1.091703056768559,0.0,0.0,0.0,0.0,0.0
4th,1.6244314489928524,2.7292576419213974,0.0,0.0,0.0,0.0,0.0
5th,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6th,1.8193632228719947,3.056768558951965,0.0,0.0,0.0,0.0,0.0
7th,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8th,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9th,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10th,3.4437946718648473,5.786026200873362,0.0,0.0,0.0,0.0,0.0
11th,5.39311241065627,9.06113537117904,0.0,0.0,0.0,0.0,0.0
12th,1.8843404808317088,2.7292576419213974,1.9801980198019802,0.0,0.0,0.0,0.0
13th,0.9096816114359974,1.5283842794759825,0.0,0.0,0.0,0.0,0.0
14th,4.678362573099415,2.947598253275109,22.277227722772277,0.0,0.0,0.0,0.0
15th,3.508771929824561,0.1091703056768559,26.237623762376238,0.0,0.0,0.0,0.0
placed,66.73164392462638,100.0,54.95049504950495,0.0,0.0,0.0,0.0
not_placed,33.26835607537362,0.0,45.04950495049505,100.0,100.0,100.0,100.0
