,total,cat1,cat2,cat3,cat4,cat5,cat6
1st,45.419103313840154,73.68995633187772,11.881188118811881,0.0,0.0,0.0,0.0
2nd,0.0649772579597141,0.1091703056768559,0.0,0.0,0.0,0.0,0.0
3rd,0.649772579597141,1.091703056768559,0.0,0.0,0.0,0.0,0.0
4th,0.3898635477582846,0.6550218340611353,0.0,0.0,0.0,0.0,0.0
5th,0.7797270955165692,1.3100436681222707,0.0,0.0,0.0,0.0,0.0
6th,0.5847953216374269,0.982532751091703,0.0,0.0,0.0,0.0,0.0
7th,0.9096816114359974,1.5283842794759825,0.0,0.0,0.0,0.0,0.0
8th,0.4548408057179987,0.7641921397379913,0.0,0.0,0.0,0.0,0.0
9th,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10th,1.299545159194282,2.183406113537118,0.0,0.0,0.0,0.0,0.0
11th,1.1695906432748537,1.965065502183406,0.0,0.0,0.0,0.0,0.0
12th,4.028589993502274,6.7685589519650655,0.0,0.0,0.0,0.0,0.0
13th,7.082521117608837,7.096069868995633,21.782178217821784,0.0,0.0,0.0,0.0
14th,1.4944769330734242,1.091703056768559,6.435643564356436,0.0,0.0,0.0,0.0
15th,2.404158544509422,0.7641921397379913,14.851485148514852,0.0,0.0,0.0,0.0
placed,66.73164392462638,100.0,54.95049504950495,0.0,0.0,0.0,0.0
not_placed,33.26835607537362,0.0,45.04950495049505,100.0,100.0,100.0,100.0
