,total,cat1,cat2,cat3,cat4,cat5,cat6
1st,63,54,9,0,0,0,0
2nd,72,67,5,0,0,0,0
3rd,51,44,7,0,0,0,0
4th,54,51,3,0,0,0,0
5th,49,47,2,0,0,0,0
6th,76,68,8,0,0,0,0
7th,92,85,7,0,0,0,0
8th,69,62,7,0,0,0,0
9th,125,117,8,0,0,0,0
10th,74,68,6,0,0,0,0
11th,51,46,5,0,0,0,0
12th,79,72,7,0,0,0,0
13th,55,52,3,0,0,0,0
14th,63,59,4,0,0,0,0
15th,25,24,1,0,0,0,0
placed,998,916,82,0,0,0,0
not_placed,541,0,120,158,148,101,14
total,1539,916,202,158,148,101,14
