,total,cat1,cat2,cat3,cat4,cat5,cat6
1st,46,42,4,0,0,0,0
2nd,64,59,5,0,0,0,0
3rd,44,39,5,0,0,0,0
4th,48,46,2,0,0,0,0
5th,35,33,2,0,0,0,0
6th,114,109,5,0,0,0,0
7th,57,53,4,0,0,0,0
8th,59,49,10,0,0,0,0
9th,42,26,16,0,0,0,0
10th,64,59,5,0,0,0,0
11th,49,46,3,0,0,0,0
12th,52,49,3,0,0,0,0
13th,41,37,4,0,0,0,0
14th,47,46,1,0,0,0,0
15th,42,42,0,0,0,0,0
placed,804,735,69,0,0,0,0
not_placed,439,0,104,128,117,80,10
total,1243,735,173,128,117,80,10
