,total,cat1,cat2,cat3,cat4,cat5,cat6
1st,64,64,0,0,0,0,0
2nd,71,71,0,0,0,0,0
3rd,51,51,0,0,0,0,0
4th,54,54,0,0,0,0,0
5th,49,49,0,0,0,0,0
6th,76,76,0,0,0,0,0
7th,121,121,0,0,0,0,0
8th,40,40,0,0,0,0,0
9th,125,125,0,0,0,0,0
10th,74,74,0,0,0,0,0
11th,51,51,0,0,0,0,0
12th,68,68,0,0,0,0,0
13th,66,66,0,0,0,0,0
14th,63,6,57,0,0,0,0
15th,54,0,54,0,0,0,0
placed,1027,916,111,0,0,0,0
not_placed,512,0,91,158,148,101,14
total,1539,916,202,158,148,101,14
