,total,cat1,cat2,cat3,cat4,cat5,cat6
1st,699,675,24,0,0,0,0
2nd,1,1,0,0,0,0,0
3rd,10,10,0,0,0,0,0
4th,6,6,0,0,0,0,0
5th,12,12,0,0,0,0,0
6th,9,9,0,0,0,0,0
7th,14,14,0,0,0,0,0
8th,7,7,0,0,0,0,0
9th,0,0,0,0,0,0,0
10th,20,20,0,0,0,0,0
11th,18,18,0,0,0,0,0
12th,62,62,0,0,0,0,0
13th,109,65,44,0,0,0,0
14th,23,10,13,0,0,0,0
15th,37,7,30,0,0,0,0
placed,1027,916,111,0,0,0,0
not_placed,512,0,91,158,148,101,14
total,1539,916,202,158,148,101,14
