,total,cat1,cat2,cat3,cat4,cat5,cat6
1st,40,37,3,0,0,0,0
2nd,114,104,10,0,0,0,0
3rd,96,89,7,0,0,0,0
4th,66,63,3,0,0,0,0
5th,97,88,9,0,0,0,0
6th,125,117,8,0,0,0,0
7th,102,92,10,0,0,0,0
8th,90,83,7,0,0,0,0
9th,125,115,10,0,0,0,0
10th,66,59,7,0,0,0,0
11th,75,68,7,0,0,0,0
12th,0,0,0,0,0,0,0
13th,0,0,0,0,0,0,0
14th,1,1,0,0,0,0,0
15th,1,0,1,0,0,0,0
placed,998,916,82,0,0,0,0
not_placed,541,0,120,158,148,101,14
total,1539,916,202,158,148,101,14
