,total,cat1,cat2,cat3,cat4,cat5,cat6
1st,646,636,10,0,0,0,0
2nd,27,27,0,0,0,0,0
3rd,18,18,0,0,0,0,0
4th,34,34,0,0,0,0,0
5th,3,3,0,0,0,0,0
6th,0,0,0,0,0,0,0
7th,23,23,0,0,0,0,0
8th,0,0,0,0,0,0,0
9th,0,0,0,0,0,0,0
10th,0,0,0,0,0,0,0
11th,56,56,0,0,0,0,0
12th,78,78,0,0,0,0,0
13th,15,15,0,0,0,0,0
14th,74,26,48,0,0,0,0
15th,53,0,53,0,0,0,0
placed,1027,916,111,0,0,0,0
not_placed,512,0,91,158,148,101,14
total,1539,916,202,158,148,101,14
