,total,cat1,cat2,cat3,cat4,cat5,cat6
1st,2.599090318388564,4.039301310043668,1.4851485148514851,0.0,0.0,0.0,0.0
2nd,7.407407407407407,11.353711790393014,4.9504950495049505,0.0,0.0,0.0,0.0
3rd,6.237816764132553,9.716157205240174,3.4653465346534653,0.0,0.0,0.0,0.0
4th,4.288499025341131,6.877729257641922,1.4851485148514851,0.0,0.0,0.0,0.0
5th,6.302794022092268,9.606986899563319,4.455445544554456,0.0,0.0,0.0,0.0
6th,8.122157244964262,12.77292576419214,3.9603960396039604,0.0,0.0,0.0,0.0
7th,6.627680311890838,10.043668122270743,4.9504950495049505,0.0,0.0,0.0,0.0
8th,5.847953216374269,9.06113537117904,3.4653465346534653,0.0,0.0,0.0,0.0
9th,8.122157244964262,12.554585152838428,4.9504950495049505,0.0,0.0,0.0,0.0
10th,4.288499025341131,6.441048034934497,3.4653465346534653,0.0,0.0,0.0,0.0
11th,4.8732943469785575,7.423580786026201,3.4653465346534653,0.0,0.0,0.0,0.0
12th,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13th,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14th,0.0649772579597141,0.1091703056768559,0.0,0.0,0.0,0.0,0.0
15th,0.0649772579597141,0.0,0.49504950495049505,0.0,0.0,0.0,0.0
placed,64.84730344379467,100.0,40.59405940594059,0.0,0.0,0.0,0.0
not_placed,35.15269655620533,0.0,59.40594059405941,100.0,100.0,100.0,100.0
