,total,cat1,cat2,cat3,cat4,cat5,cat6
1st,9.03183885640026,8.951965065502183,28.217821782178216,0.0,0.0,0.0,0.0
2nd,9.421702404158545,15.829694323144105,0.0,0.0,0.0,0.0,0.0
3rd,3.313840155945419,5.567685589519651,0.0,0.0,0.0,0.0,0.0
4th,6.822612085769981,11.462882096069869,0.0,0.0,0.0,0.0,0.0
5th,3.183885640025991,5.349344978165939,0.0,0.0,0.0,0.0,0.0
6th,12.280701754385966,20.633187772925766,0.0,0.0,0.0,0.0,0.0
7th,8.447043534762834,14.192139737991265,0.0,0.0,0.0,0.0,0.0
8th,2.599090318388564,4.366812227074236,0.0,0.0,0.0,0.0,0.0
9th,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10th,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11th,2.9239766081871346,0.0,22.277227722772277,0.0,0.0,0.0,0.0
12th,0.5847953216374269,0.0,4.455445544554456,0.0,0.0,0.0,0.0
13th,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14th,1.949317738791423,3.2751091703056767,0.0,0.0,0.0,0.0,0.0
15th,6.172839506172839,10.37117903930131,0.0,0.0,0.0,0.0,0.0
placed,66.73164392462638,100.0,54.95049504950495,0.0,0.0,0.0,0.0
not_placed,33.26835607537362,0.0,45.04950495049505,100.0,100.0,100.0,100.0
