,total,cat1,cat2,cat3,cat4,cat5,cat6
1st,720,697,23,0,0,0,0
2nd,7,7,0,0,0,0,0
3rd,0,0,0,0,0,0,0
4th,14,14,0,0,0,0,0
5th,22,22,0,0,0,0,0
6th,0,0,0,0,0,0,0
7th,21,21,0,0,0,0,0
8th,1,1,0,0,0,0,0
9th,5,5,0,0,0,0,0
10th,0,0,0,0,0,0,0
11th,0,0,0,0,0,0,0
12th,24,24,0,0,0,0,0
13th,45,45,0,0,0,0,0
14th,123,77,46,0,0,0,0
15th,45,3,42,0,0,0,0
placed,1027,916,111,0,0,0,0
not_placed,512,0,91,158,148,101,14
total,1539,916,202,158,148,101,14
