,total,cat1,cat2,cat3,cat4,cat5,cat6
1st,12.020792722547109,18.66812227074236,6.930693069306931,0.0,0.0,0.0,0.0
2nd,3.96361273554256,6.11353711790393,2.4752475247524752,0.0,0.0,0.0,0.0
3rd,3.508771929824561,5.349344978165939,2.4752475247524752,0.0,0.0,0.0,0.0
4th,4.548408057179987,6.986899563318778,2.9702970297029703,0.0,0.0,0.0,0.0
5th,4.938271604938271,7.532751091703057,3.4653465346534653,0.0,0.0,0.0,0.0
6th,2.4691358024691357,3.930131004366812,0.9900990099009901,0.0,0.0,0.0,0.0
7th,4.938271604938271,7.532751091703057,3.4653465346534653,0.0,0.0,0.0,0.0
8th,3.7037037037037037,5.895196506550218,1.4851485148514851,0.0,0.0,0.0,0.0
9th,2.599090318388564,3.930131004366812,1.9801980198019802,0.0,0.0,0.0,0.0
10th,3.898635477582846,5.895196506550218,2.9702970297029703,0.0,0.0,0.0,0.0
11th,6.367771280051982,9.606986899563319,4.9504950495049505,0.0,0.0,0.0,0.0
12th,5.588044184535413,8.842794759825328,2.4752475247524752,0.0,0.0,0.0,0.0
13th,4.028589993502274,5.786026200873362,4.455445544554456,0.0,0.0,0.0,0.0
14th,0.8447043534762833,1.4192139737991267,0.0,0.0,0.0,0.0,0.0
15th,1.5594541910331383,2.510917030567686,0.49504950495049505,0.0,0.0,0.0,0.0
placed,64.9772579597141,100.0,41.584158415841586,0.0,0.0,0.0,0.0
not_placed,35.0227420402859,0.0,58.415841584158414,100.0,100.0,100.0,100.0
