,total,cat1,cat2,cat3,cat4,cat5,cat6
1st,67,67,0,0,0,0,0
2nd,4,4,0,0,0,0,0
3rd,6,6,0,0,0,0,0
4th,0,0,0,0,0,0,0
5th,2,1,1,0,0,0,0
6th,0,0,0,0,0,0,0
7th,3,2,1,0,0,0,0
8th,0,0,0,0,0,0,0
9th,1,0,1,0,0,0,0
10th,5,0,5,0,0,0,0
11th,4,2,2,0,0,0,0
12th,4,2,2,0,0,0,0
13th,2,0,2,0,0,0,0
14th,0,0,0,0,0,0,0
15th,0,0,0,0,0,0,0
placed,98,84,14,0,0,0,0
not_placed,40,0,0,11,17,9,3
total,138,84,14,11,17,9,3
