,total,cat1,cat2,cat3,cat4,cat5,cat6
1st,36,30,6,0,0,0,0
2nd,32,27,5,0,0,0,0
3rd,34,28,6,0,0,0,0
4th,24,20,4,0,0,0,0
5th,15,12,3,0,0,0,0
6th,9,8,1,0,0,0,0
7th,3,1,2,0,0,0,0
8th,9,5,4,0,0,0,0
9th,5,3,2,0,0,0,0
10th,3,3,0,0,0,0,0
11th,4,4,0,0,0,0,0
12th,7,7,0,0,0,0,0
13th,1,1,0,0,0,0,0
14th,2,2,0,0,0,0,0
15th,0,0,0,0,0,0,0
placed,184,151,33,0,0,0,0
not_placed,102,0,12,44,27,12,7
total,286,151,45,44,27,12,7
