,total,cat1,cat2,cat3,cat4,cat5,cat6
1st,40,40,0,0,0,0,0
2nd,76,76,0,0,0,0,0
3rd,37,37,0,0,0,0,0
4th,38,38,0,0,0,0,0
5th,67,67,0,0,0,0,0
6th,48,6,42,0,0,0,0
7th,69,69,0,0,0,0,0
8th,66,66,0,0,0,0,0
9th,125,125,0,0,0,0,0
10th,36,0,36,0,0,0,0
11th,50,50,0,0,0,0,0
12th,0,0,0,0,0,0,0
13th,53,53,0,0,0,0,0
14th,121,121,0,0,0,0,0
15th,17,17,0,0,0,0,0
placed,843,765,78,0,0,0,0
not_placed,410,0,79,114,121,89,7
total,1253,765,157,114,121,89,7
