,total,cat1,cat2,cat3,cat4,cat5,cat6
1st,178,165,13,0,0,0,0
2nd,207,191,16,0,0,0,0
3rd,54,50,4,0,0,0,0
4th,55,51,4,0,0,0,0
5th,44,41,3,0,0,0,0
6th,59,50,9,0,0,0,0
7th,42,37,5,0,0,0,0
8th,48,43,5,0,0,0,0
9th,34,32,2,0,0,0,0
10th,31,28,3,0,0,0,0
11th,52,50,2,0,0,0,0
12th,84,78,6,0,0,0,0
13th,49,42,7,0,0,0,0
14th,42,39,3,0,0,0,0
15th,20,19,1,0,0,0,0
placed,999,916,83,0,0,0,0
not_placed,540,0,119,158,148,101,14
total,1539,916,202,158,148,101,14
