,total,cat1,cat2,cat3,cat4,cat5,cat6
1st,677,615,62,0,0,0,0
2nd,43,39,4,0,0,0,0
3rd,17,16,1,0,0,0,0
4th,18,17,1,0,0,0,0
5th,15,13,2,0,0,0,0
6th,6,5,1,0,0,0,0
7th,22,21,1,0,0,0,0
8th,26,24,2,0,0,0,0
9th,7,7,0,0,0,0,0
10th,14,14,0,0,0,0,0
11st,23,22,1,0,0,0,0
12nd,61,58,3,0,0,0,0
13rd,53,50,3,0,0,0,0
14th,8,7,1,0,0,0,0
15th,9,8,1,0,0,0,0
placed,999,916,83,0,0,0,0
not_placed,540,0,119,158,148,101,14
total,1539,916,202,158,148,101,14
