,total,cat1,cat2,cat3,cat4,cat5,cat6
1st,47,45,2,0,0,0,0
2nd,64,56,8,0,0,0,0
3rd,51,44,7,0,0,0,0
4th,71,65,6,0,0,0,0
5th,55,51,4,0,0,0,0
6th,34,30,4,0,0,0,0
7th,52,40,12,0,0,0,0
8th,55,48,7,0,0,0,0
9th,60,55,5,0,0,0,0
10th,103,96,7,0,0,0,0
11th,49,49,0,0,0,0,0
12th,95,89,6,0,0,0,0
13th,24,23,1,0,0,0,0
14th,19,19,0,0,0,0,0
15th,9,9,0,0,0,0,0
placed,788,719,69,0,0,0,0
not_placed,422,0,95,123,110,81,13
total,1210,719,164,123,110,81,13
