,total,cat1,cat2,cat3,cat4,cat5,cat6
1st,9,8,1,0,0,0,0
2nd,10,10,0,0,0,0,0
3rd,5,3,2,0,0,0,0
4th,21,20,1,0,0,0,0
5th,9,8,1,0,0,0,0
6th,8,7,1,0,0,0,0
7th,6,6,0,0,0,0,0
8th,8,7,1,0,0,0,0
9th,0,0,0,0,0,0,0
10th,3,3,0,0,0,0,0
11th,4,4,0,0,0,0,0
12th,4,3,1,0,0,0,0
13th,4,4,0,0,0,0,0
14th,0,0,0,0,0,0,0
15th,2,2,0,0,0,0,0
placed,93,85,8,0,0,0,0
not_placed,45,0,3,17,20,5,0
total,138,85,11,17,20,5,0
