,total,cat1,cat2,cat3,cat4,cat5,cat6
1st,91,86,5,0,0,0,0
2nd,60,55,5,0,0,0,0
3rd,63,57,6,0,0,0,0
4th,85,79,6,0,0,0,0
5th,75,65,10,0,0,0,0
6th,62,60,2,0,0,0,0
7th,59,54,5,0,0,0,0
8th,64,58,6,0,0,0,0
9th,59,45,14,0,0,0,0
10th,109,102,7,0,0,0,0
11th,48,45,3,0,0,0,0
12th,71,67,4,0,0,0,0
13th,84,79,5,0,0,0,0
14th,39,36,3,0,0,0,0
15th,30,28,2,0,0,0,0
placed,999,916,83,0,0,0,0
not_placed,540,0,119,158,148,101,14
total,1539,916,202,158,148,101,14
