,total,cat1,cat2,cat3,cat4,cat5,cat6
1st,332,298,34,0,0,0,0
2nd,65,59,6,0,0,0,0
3rd,51,49,2,0,0,0,0
4th,70,62,8,0,0,0,0
5th,74,67,7,0,0,0,0
6th,42,41,1,0,0,0,0
7th,69,63,6,0,0,0,0
8th,57,55,2,0,0,0,0
9th,49,45,4,0,0,0,0
10th,46,43,3,0,0,0,0
11th,64,61,3,0,0,0,0
12th,66,62,4,0,0,0,0
13th,11,11,0,0,0,0,0
14th,0,0,0,0,0,0,0
15th,1,0,1,0,0,0,0
placed,997,916,81,0,0,0,0
not_placed,542,0,121,158,148,101,14
total,1539,916,202,158,148,101,14
