,total,cat1,cat2,cat3,cat4,cat5,cat6
1st,56,49,7,0,0,0,0
2nd,122,116,6,0,0,0,0
3rd,55,49,6,0,0,0,0
4th,77,73,4,0,0,0,0
5th,73,67,6,0,0,0,0
6th,63,56,7,0,0,0,0
7th,62,55,7,0,0,0,0
8th,62,56,6,0,0,0,0
9th,58,51,7,0,0,0,0
10th,34,32,2,0,0,0,0
11th,38,35,3,0,0,0,0
12th,98,88,10,0,0,0,0
13th,121,113,8,0,0,0,0
14th,69,64,5,0,0,0,0
15th,14,12,2,0,0,0,0
placed,1002,916,86,0,0,0,0
not_placed,537,0,116,158,148,101,14
total,1539,916,202,158,148,101,14
